companies.name,companies.category_code,companies.description,companies.founded_year,companies.number_of_employees,companies.total_money_raised,city,description,address1,address2,longitude,country_code,latitude,state_code,zip_code
Cision,software,PR Software and Services,1892.0,,$0,Chicago,US Headquarters,332 South Michigan Avenue,Suite 900,,USA,,IL,60604
Citadel Plastics,,,2007.0,,$0,Chicago,,,,,USA,,IL,
CitiXsys,software,Innovations for Profitable Retailing,2002.0,,$0,Chicago,Chicago office,"The Merc, West Loop, 22nd Floor,",30 South Wacker Drive,,USA,,IL,60606
CityScan,ecommerce,Predictive Analytics& Data Collection,2011.0,,$310k,Chicago,,,222 W. Merchandise Mart Plaza Suite 1212,,USA,,IL,
CitySwarm,other,group social events,2010.0,1.0,$0,Chicago,Main Office,444 W Fullerton Parkway,,,USA,,IL,60614
CITYTECH,consulting,IT Consultancy,2003.0,35.0,$0,Chicago,National Headquarters,211 W. Wacker Drive,Suite 1300,,USA,,IL,60606
Citywide Special,web,Consumer Social Experiment,2010.0,3.0,$0,Chicago,,,,,USA,,IL,60622
ClaraStream,enterprise,E-Commerce PIM Software,2012.0,4.0,$165k,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
Clarcity,software,Travel & Expense Management,2010.0,5.0,$0,Chicago,Headquarters,200 S. Wacker Dr.,,-87.637199,USA,41.879211,IL,60606
ClassConnect,software,Teacher Productivity Tools,2008.0,,$0,Chicago,Founding HQ,,,,USA,,IL,
Clean Power Design,consulting,Solar Design and Supply,2008.0,,$0,Chicago,,,,,USA,,IL,
ClearGauge,software,,1999.0,,$0,Chicago,,414 North Orleans Street,,,USA,,IL,60654
Clearstream.TV,advertising,,2011.0,,$100k,Chicago,,500 West Superior Street,Suite 1213,,USA,,IL,60654
ClearTrial,software,Clinical Trial Operations Software,2004.0,50.0,$0,Chicago,World Headquarters,328 South Jefferson Street,,,USA,,IL,60661
cleverbridge,ecommerce,global full-service e-commerce provider,2005.0,240.0,$0,Chicago,Chicago,360 N. Michigan Ave.,Suite 1900,-87.6250699,USA,41.8879779,IL,60601
Cleversafe,enterprise, data storage technologies,2004.0,,$91.4M,Chicago,HQ,224 North Desplaines Street,Suite 500,,USA,,IL,60661
Clique Studios,web,Interactive Web Design Agency,2003.0,,$0,Chicago,Chicago Office,410 S. Michigan,908,,USA,,IL,60605
Cloudbot,mobile,App Sharing/Interaction,2010.0,,$0,Chicago,,,,,USA,,IL,
CME Group,,,,2300.0,$0,Chicago,HQ,,,,USA,,IL,
CMMS Data Group,software,CMMS Software and Service,2000.0,25.0,$0,Chicago,Chicago,25 E. Washington Street,Suite 1465,,USA,,IL,60602
CMMS Data Group,software,CMMS Software and Service,2000.0,25.0,$0,Chicago,Corporate Headquarters,407 S. Dearborn Street,Suite 700,,USA,,IL,60605
Coaloo LP,software,Privacy protected social network,,,$0,Chicago,,747 N Wabash Ave,Suite 2205,,USA,,IL,60611
Code Academy,education,Changing people's lives,2011.0,10.0,$0,Chicago,,,,,USA,,IL,
CodeRed,,,2005.0,,$0,Chicago,,325 W Huron,Suite 712,,USA,,IL,60654
Codero Hosting,network_hosting,Hosting Solutions Provider,,,$0,Chicago,Data Center,,,,USA,,IL,
Cognitor,software,,1995.0,,$0,Chicago,Corporate Headquarters,233 South Wacker Drive,84 Floor,-87.643119,USA,41.886477,IL,60606
CohesiveFT,software,Original Cloud Networking Company,2006.0,20.0,$1.2M,Chicago,Chicago Office,20 North Wacker Drive,Suite 1200,-87.637816,USA,41.882401,IL,60606
Collective,advertising,Online Advertising Media & Technology Co,2005.0,160.0,$86.4M,Chicago,Sales Office,445 N. Wells Street,Suite 404,,USA,,IL,60654
ComboApp,advertising,Full cycle mobile app marketing agency,2009.0,20.0,$0,Chicago,,"233 S Wacker Dr, SUITE 9390",,,USA,,IL,60606
Commercial IQ,software,,2002.0,20.0,$0,Chicago,Headquarters,444 N Wabash Ave,Suite 500,-87.626979,USA,41.890637,IL,60611
Commodity HQ,,,2011.0,,$0,Chicago,,2551 N. Clark St.,Ste 304,,USA,,IL,60614
COMMON A Users Group,software,,1960.0,,$0,Chicago,,8770 W. Bryn Mawr Ave,Suite 1350,-87.8454613,USA,41.9830613,IL,60631
CommuniTeach,education,,2009.0,,$0,Chicago,,,,,USA,,IL,
Compel Interaction,consulting,Web Developers,2009.0,10.0,$0,Chicago,Chicago Office,537 S Dearborn Street,,-87.62893299999999,USA,41.875026,IL,60605
ComplimentKarma,,,,,$0,Chicago,,,,,USA,,IL,
ContextMedia,,,2006.0,,$0,Chicago,,"205 N Michigan Ave, STE 2610",,,USA,,IL,60601
Convert Magic,software,File Conversion Website,2011.0,2.0,$0,Chicago,Chicago Headquarters,201 West Lake Street,Suite 209,,USA,,IL,60606
Cool Van Media LLC,advertising,Consumer engagement video contests,2011.0,3.0,$0,Chicago,Headquarters,,,,USA,,IL,60657
Copywriting Content,other,Copywriting & Content Writing Services ,,10.0,$0,Chicago,Copywriting Content,332 S Michigan Ave,Ste 1032-C274,,USA,,IL,60604
Coupon Tweet,web,Twitter-powered deals & discounts,2008.0,12.0,$0,Chicago,Chicago Office,4611 N. Ravenswood Ave. Ste. 204,,-87.624333,USA,41.879535,IL,60640
CouponTrade,web,Secondary Gift Card Marketplace,2010.0,26.0,$2.4M,Chicago,,,,,USA,,IL,
Cox Digital Solutions,advertising,online advertising,2007.0,,$0,Chicago,,205 N. Michigan Avenue,Suite 440,,USA,,IL,60601
CPXi,web,Digital Advertising Company,2000.0,130.0,$0,Chicago,Chicago Office,One East Wacker Drive,Suite 1850,,USA,,IL,60601
CraveOnline,web,,2004.0,38.0,$0,Chicago,Chicago Office,33 N. Dearborn,Suite 1200,,USA,,IL,60602
Creative Algorithms,health,,2003.0,,$0,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
crowdclick,web,Collective buying service,2010.0,8.0,$0,Chicago,Chicago,4611 N. Ravenswood Ave.,Ste. 202,,USA,,IL,60640
Crowdfynd,mobile,The first place to look.,2012.0,4.0,$90k,Chicago,HQ,,,,USA,,IL,
crowdSPRING,web,crowdsourced design,2007.0,14.0,$3M,Chicago,,1200 W. Lake St,,-87.657354,USA,41.88583,IL,60607
CulinaryCulture,web,Social Network for Foodies,2009.0,,$0,Chicago,,555 W. Jackson Boulevard,Fourth Floor,-87.641931,USA,41.877818,IL,60661
Cumulus Funding,finance,,,,$850k,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
Cureeo,ecommerce,"Be Inspired, Find Art as Unique as You",2012.0,4.0,$75k,Chicago,,,,,USA,,IL,60601
CureSquare,health,Book Doctors Appointments Online,2012.0,,$375k,Chicago,Chicago @ 1871,222 W. Merchandise Mart Plaza,12th Floor,,USA,,IL,60654
Customizo,ecommerce,Custom Apparel and Products,2011.0,10.0,$0,Chicago,Headquarters,1113 W. Armitage,Suite 2,,USA,,IL,60614
Cypress Communications,public_relations,Hosted Unified Communications Provider,,,$0,Chicago,Chicago,200 W. Madison,18th Floor,,USA,,IL,60602
DailyDigital,other,,2008.0,0.0,$150k,Chicago,Chicago Office,,,,USA,,IL,60601
Daimer Industries,cleantech,Cleaning Machines & Equipment,1974.0,500.0,$0,Chicago,"Daimer Industries, IL",28 East Jackson Bldg. Suite 1020 #D629,,,USA,,IL,60604
Datascope Analytics,consulting,Data-driven consulting,2009.0,,$0,Chicago,World Headquarters,180 W Adams,Suite 801,,USA,,IL,60603
DataXu,advertising,Buy-side Ad Optimization,2009.0,,$45.8M,Chicago,Chicago,549 W Randolph St.,Suite 606,,USA,,IL,60661
Dawdle,web,,,,$0,Chicago,,123 N. Jefferson Street,,-87.64228,USA,41.883797,IL,60661
Deal Umpire,other,First online marketplace for deals,2011.0,10.0,$0,Chicago,Office,1633 West Morse Ave.,,,USA,,IL,60626
Dealradar.com,ecommerce,"Combine, classify & deliver local deals.",2010.0,,$0,Chicago,Headquarters,,,,USA,,IL,
DealRod,ecommerce,Daily Deal Aggregator,2010.0,3.0,$0,Chicago,Headquarters,1710 W. Belmont,,,USA,,IL,60657
Decisive BI,network_hosting,Managed and Hosted Business Intelligence,2010.0,,$0,Chicago,Headquarters,200 South Wacker Drive,Suite 1500,,USA,,IL,60606
Delivered Innovation,software,"Salesforce, Force.com & Cloud Computing",2006.0,4.0,$0,Chicago,,688 N. Milwaukee Ave. #202,,-87.82402490000001,USA,42.0077207,IL,60642
Demibooks,software,Software for authoring interactive books,2010.0,4.0,$40k,Chicago,,,,,USA,,IL,
Demo Duck,games_video,Handcrafted Explainer Videos,2011.0,2.0,$0,Chicago,World Headquarters,,,,USA,,IL,
"Descuento Libre, Inc",web,Experience Latino culture through deals,2011.0,,$0,Chicago,World Headquarters,201 E Ohio St,3rd Floor,,USA,,IL,60611
Designkitchen,,,,,$0,Chicago,HQ,1140 West Fulton Market,,,USA,,IL,60607
Desktime,software,Desk Sharing Platform,2010.0,4.0,$0,Chicago,Office,"845 W Fulton Market, 202",One Design Company,,USA,,IL,60607
Diagnostic Photonics,biotech,,2008.0,,$1.35M,Chicago,,200 South Wacker Drive,31st Floor,,USA,,IL,60606
Diamond Management and Technology Consultants,,,1994.0,,$0,Chicago,,875 North Michigan Avenue,Suite 3000 John Hancock Center,,USA,,IL,60611
digedu,education,,2013.0,,$2.5M,Chicago,digedu,444 N Michigan Ave.,Suite 2880,,USA,,IL,60611
Digital Aisle,advertising,Interactive Shopper Marketing Company,2006.0,12.0,$0,Chicago,,130 South Jefferson,,-87.6426639,USA,41.8801559,IL,60661
Digital Broadcasting Group,games_video,Full-service video network,2007.0,73.0,$0,Chicago,Chicago Office,Two Prudential Plaza,"180 North Stetson Ave, Suite 2450",,USA,,IL,60601
Digital Stampede,web,,2007.0,5.0,$0,Chicago,HQ,,,-87.70365600000001,USA,41.972002,IL,60625
Digital Third Coast Internet Marketing,ecommerce,"Internet Marketing: SEO, PPC & Local",2007.0,11.0,$0,Chicago,Headquarters,2035 W Wabansia Avenue,,,USA,,IL,60647-4513
DigitalArmm,advertising,"Online Marketing, SEO, Social Media",2007.0,5.0,$0,Chicago,Headquarers,200 S Wacker,15fl,-87.637,USA,41.878984,IL,60607
Dilious Apps,software,Mobile Apps Development,2009.0,6.0,$0,Chicago,World Headquarters,4201 W Belmont Ave,,,USA,,IL,60641
Dillyeo,other,,2008.0,10.0,$0,Chicago,Headquarters,719 S. State Street,,-87.62744509999999,USA,41.8724939,IL,60605
Discovery Mining,web,,2002.0,,$0,Chicago,Chicago Office,70 West Madison Street,,-87.630125,USA,41.881978,IL,60602
Distinctively Chicago Property Management,other,Real Estate Property Management,2007.0,10.0,$0,Chicago,Chicago Office,300 N La Salle Dr.,Suite 4925,,USA,,IL,60654
Ditley Web Design,web,,,,$0,Chicago,Web Design Company,155 N. Michigan Ave.,Suite 734,-87.624412,USA,41.885237,IL,60601
Diverse Technology Solutions,network_hosting,"Cloud Computing, Managed IT Services",,100.0,$0,Chicago,Chicago,30 South Wacker Drive,Suite 2200,,USA,,IL,60606
Dividend,,,,,$0,Chicago,,,2551 N. Clark St. Ste 304,,USA,,IL,60614
doejo,software,web design & website development,2007.0,9.0,$0,Chicago,2934,N Broadway,,-87.649563,USA,41.951198,IL,60657
doggyloot,pets,Daily deals for dogs,2010.0,7.0,$2.5M,Chicago,Chicago,213 N Racine,2nd Floor,,USA,,IL,60614
Dollars.com,web,Open loop loyalty programme,2011.0,10.0,$0,Chicago,Chicago,22 W Washington St,,,USA,,IL,60602
DonorPath,nonprofit,Fundraising Intelligence Engine,2013.0,,$150k,Chicago,,2412 W. North Avenue,Suite 4W,,USA,,IL,60647
DormTrader,web,"Campus Marketplace, Social Library",2008.0,1.0,$0,Chicago,,,,-87.66830999999999,USA,42.010632,IL,60626
Dosensio,enterprise,Simplifying Content Management,2008.0,7.0,$0,Chicago,Headquarters,,,-87.6679765,USA,41.8464166,IL,60608
Dotomi,advertising,Leader in Personalized Media.,2003.0,,$0,Chicago,Corporate Headquarters,168 N. Clinton,,,USA,,IL,60661
dough,,,,,$0,Chicago,Headquarters,,,,USA,,IL,
Downsize Fitness,other,,,,$0,Chicago,,,220 N. Aberdeen 1-North,-87.65071400000001,USA,41.8733696,,Ill. 60607
DrivingRevenue,advertising,,2007.0,10.0,$0,Chicago,,,,-87.624333,USA,41.879535,IL,
dscout,mobile,,2011.0,9.0,$0,Chicago,HQ,114 West Illinois,Floor 3,,USA,,IL,60654
Duane Morris LLP,legal,Law Firm,,,$0,Chicago,Chicago,Suite 3700,190 South LaSalle Street,,USA,,IL,60603-3433
"Duck, Duck, Dish!",other,"Social Dining, Unique Tastings",2011.0,6.0,$0,Chicago,HQ,,,,USA,,IL,
Duo Consulting,consulting,Content. Leads. Clients.,,,$0,Chicago,Main Office,"20 West Kinzie, Suite 1510",,,USA,,IL,60654
DUOSERVERS,network_hosting,Webhosting,,5000.0,$0,Chicago,Steadfast,,,-87.62979820000001,USA,41.8781136,IL,
DyMynd,enterprise,Dynamic Minds in Action,2011.0,3.0,$75k,Chicago,,,,,USA,,IL,
Dyson,,,1992.0,,$0,Chicago,,600 W. Chicago Ave,Suite 275,,USA,,IL,60654
East Bank Club,,,1980.0,,$0,Chicago,HQ,500 North Kingsbury Street,,,USA,,IL,60654
"East-West Capital Partners, LLC",,,,,$0,Chicago,Chicago Office,,,,USA,,IL,
Echo Global Logistics,consulting,Transportation Management Provider,,,$17.4M,Chicago,Corporate Headquarters,600 West Chicago Avenue,Suite 725,,USA,,IL,60654
Ecoballot,software,Paperless voting for schools,2011.0,2.0,$0,Chicago,Headquarters,,,,USA,,IL,60647
EcoTally,cleantech,Home Energy Efficiency SaaS,2012.0,,$0,Chicago,Chicago Office,1658 N. Milwaukee Ave,#256,,USA,,IL,60647
eCrush,,,1999.0,,$0,Chicago,HQ,2035 West Wabansia Avenue,Second Floor,,USA,,IL,60647
Edge Lighting,manufacturing,Cutting Edge Lighting,2007.0,,$0,Chicago,Edge Lighting Office,1718 West Fullerton Avenue,,-87.671581,USA,41.925692,IL,60614
EdgeRank Checker,web,Facebook Analytical Apps,2011.0,3.0,$0,Chicago,Headquarters,9 W Washington St,Suite 423,,USA,,IL,60606
EdgerankChecker,web,,2011.0,,$0,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
Edline,,,1999.0,,$0,Chicago,HQ,200 West Monroe Street,Suite 1250,,USA,,IL,60606
edo,advertising,Advertising Technology,2007.0,90.0,$50.5M,Chicago,edo Chicago,215 W Superior,5th Floor,-87.6349009,USA,41.895495,IL,60654
Education.org,,Education Management,1997.0,,$0,Chicago,HQ,444 N. Michigan Ave.,,,USA,,IL,60610
Educelerate,education,Educational Technology,,,$0,Chicago,,"150 S. Wacker Drive, Suite 450",,,USA,,IL,60606
eevzdrop,software,Listen and be Heard,2011.0,5.0,$0,Chicago,,,,,USA,,IL,
eGate Solutions,software,,,100.0,$0,Chicago,Chicago,,,-87.62979820000001,USA,41.8781136,IL,
Eight Bit Studios,mobile,We know mobile. It's our jam.,2009.0,11.0,$0,Chicago,Chicago,811 W Evergreen St,Ste 303,-87.64882,USA,41.906116,IL,60642
Elan Emerging Technologies,software,Custom Apps Development Company,2005.0,100.0,$0,Chicago,United States Office,10 S. Riverside Plaza,,-87.638849,USA,41.881237,IL,60606
Electropuf,travel,,,,$0,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
ElementBars.com,other,Custom Energy Bars,2007.0,5.0,$0,Chicago,HQ,"4045 N Rockwell St, Ste 308",,-87.67235699999999,USA,41.953687,IL,60618
Elevate Digital,software,A digital media company,2011.0,16.0,$4.2M,Chicago,,1727 S. Indiana Ave. Suite G02B,,,USA,,IL,60616
Elevate Studios,advertising,Digital Agency,2003.0,15.0,$0,Chicago,Headquarters,328 S. Jefferson St.,Ste 540,,USA,,IL,60661
elÉ˜,hardware,Design Company,2010.0,1.0,$138k,Chicago,,,,,USA,,IL,
elicit,search,,,,$1.5M,Chicago,,100 West Kinzie Street,Suite 200,,USA,,IL,60654
Emanation Partners,analytics,Investment research and analytics,2013.0,12.0,$0,Chicago,Chicago Office,,,,USA,,IL,60601
eMazeMe,web,Pinterest meets Yelp,2011.0,5.0,$225k,Chicago,1871,"222 W. Merchandise Mart Plaza, 12th Floor",,,USA,,IL,60654
Emerging Insider,public_relations,Emerging Media and Tech PR,2013.0,7.0,$0,Chicago,Headquarters,,,,USA,,IL,60622
Emmi Solutions,,,,,$0,Chicago,,300 West Adams Street,Suite 1200,,USA,,IL,60606
Emmis Interactive,,,,,$0,Chicago,,247 S. State Street,Suite 700,,USA,,IL,60604
empeopled,web,Better conversation for a better world,2012.0,5.0,$0,Chicago,,,,-87.6531805,USA,41.9007097,IL,60642
Empowered High Schools,consulting,Educational Consulting & Data Systems,2008.0,7.0,$0,Chicago,,,,,USA,,IA,
Enablon,software,,2000.0,,$15M,Chicago,,The Willis Tower - 54th Floor,233 South Wacker Drive,,USA,,IL,60606
Energy Results,web,Residential Energy Solutions,2009.0,,$0,Chicago,Headquarters,333 N. Michigan Ave,Suite 2124,,USA,,IL,60601
Enova,finance,,2004.0,,$0,Chicago,,200 West Jackson Blvd. Suite 2400,,,USA,,IL,60606
Envestnet,,,1999.0,,$0,Chicago,HQ,"35 East Wacker Drive, 24th Floor",,,USA,,IL,60601
ePageCity,web,Web Design + Search Optimization,1999.0,22.0,$0,Chicago,Chicago Sales Office,225 West Washington Street,Suite 2200,-87.6351499,USA,41.8830087,IL,60606
ePageCity,web,Web Design + Search Optimization,1999.0,22.0,$0,Chicago,Chicago Headquarters,4541 N Ravenswood Ave,Suite 201,-87.673603,USA,41.9646,IL,60640
Epay Systems,enterprise,,2001.0,,$1M,Chicago,Headquarters,8430 W. Bryn Mawr Ave,,,USA,,IL,60631
Epazz,software,intranet software,2000.0,,$0,Chicago,HQ,"309 W. Washington St., Suite 1225",,,USA,,IL,60606
ePublishing,software,SaaS Content Management & eCommerce,1994.0,42.0,$0,Chicago,Main Office,5553 N. Monitor,,,USA,,IL,60630
EQE Partners,finance,"Seed Capital, Series A, Series B",2013.0,5.0,$0,Chicago,EQE Partners,79 W Monroe,Suite 800,,USA,,IL,60603
EquiBrand Consulting,consulting,Digital Marketing Consultancy,2000.0,10.0,$0,Chicago,Chicago/Midwest,200 S. Michigan Ave,Fifth Floor,,USA,,IL,60604
Eris Exchange,other,Derivatives trading venue,2010.0,,$0,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
Erli Bird,web,Get early adopters,2012.0,,$0,Chicago,HQ,,,,USA,,IL,60614
Escalate Media,advertising,Digital Marketing Solutions,2004.0,25.0,$0,Chicago,Headquarters,444 N. Michigan Ave. Suite 3550,,,USA,,IL,60611
ESG Enterprises,advertising,Marketing & Comunications,2003.0,7.0,$0,Chicago,,200 S Wacker Drive,15th Floor,,USA,,IL,60606
eSpark,education,pandora for education,2010.0,8.0,$5.7M,Chicago,,820 W. Jackson,Suite B100,,USA,,IL,60607
ETF Database,other,ETF news and data,2009.0,4.0,$0,Chicago,Main Office,2551 N Clark St,Ste 304,,USA,,IL,60614
Etherios,software,,2008.0,,$750k,Chicago,Chicago Office,190 S. LaSalle,Suite 2040,,USA,,IL,60603
eVariant,medical,,2008.0,,$7.9M,Chicago,eVariant - Chicago,3701 N. Ravenswood Ave. #201,,,USA,,IL,60613
Eventric,software,solutions for the entertainment industry,2009.0,10.0,$0,Chicago,Headquarters,1644 N. Honore,Suite 105,-87.6664837,USA,41.9174637,IL,60622
EventWax,,,,,$0,Chicago,,"566 W Adams, Suite 400",,,USA,,IL,60661
Everpurse,mobile,,2012.0,,$25k,Chicago,,212 W. Superior St.,Suite 401,,USA,,IL,60654
EveryBlock,web,Neighborhood news and talk,2007.0,10.0,$0,Chicago,,,,,USA,,IL,
"Evolve Media, LLC",advertising,Integrated Digital Media Company,2001.0,350.0,$0,Chicago,Chicago Office,33 N. Dearborn,Suite 1200,,USA,,IL,60602
Evolyte,,,,,$0,Chicago,,1302 N Wood Street,Suite 2e,,USA,,IL,60622
eWoFF Network,web,Sites for Family and Friends,2007.0,3.0,$0,Chicago,Primary Location,20 N. Wacker Drive,Suite 2704,-87.63730600000001,USA,41.882806,IL,60606
Exact Data,advertising,Mailing List Provider,2001.0,100.0,$0,Chicago,Chicago Office,328 South Jefferson Street,Suite 505,,USA,,IL,60661
Excelerate Labs,consulting,Chicago's Startup Accelerator,2010.0,3.0,$0,Chicago,Excelerate,222 W. Merchandise Mart Plaza,12th Floor,,USA,,IL,60654
eXelate,advertising,smarter marketing outcomes.,2007.0,93.0,$32M,Chicago,Chicago,954 W. Washington Blvd.,Suite 500,-87.65177740000001,USA,41.8831959,IL,60607
ExpertBids.com,consulting,Bids from Professional Service Providers,2010.0,3.0,$20k,Chicago,,200 S. Wacker Dr.,15th Floor,,USA,,IL,60606
EZLinks,,,1995.0,,$0,Chicago,,401 South La Salle Street,Suite 500,,USA,,IL,60605
FanFueled,advertising,marketing and ticketing solution,2010.0,,$1.1M,Chicago,HQ,400 N. State St.,Suite 410,,USA,,IL,60654
FanGo,software,,,,$1.05M,Chicago,Main Office,213 Racine Street,,,USA,,IL,60618
Farehelper,transportation,Travel,2010.0,4.0,$10k,Chicago,FH HQ,,,,USA,,IL,
Farmer Brown Insurance,ecommerce,Small Business Insurance,,100.0,$0,Chicago,Office,4339 West Irving Park Road,,,USA,,IL,60641
FarShore,software,Web and Mobile Development,2006.0,125.0,$0,Chicago,Chicago Headquarters,750 North Orleans #301,,,USA,,IL,60654
FasPark,mobile,Innovating Street Parking,2010.0,6.0,$0,Chicago,Headquarters,649 W Oakdale ave #3A,,,USA,,IL,60657
FastCount,advertising,Custom Mailing List Builder,2012.0,100.0,$0,Chicago,Headquarters,"328 S Jefferson Street, Suite 550",,,USA,,IL,60661-5614
FastModel Sports,software,"sports software, content, apps",2003.0,20.0,$0,Chicago,Chicago,4043 North Ravenswood Avenue,306,-87.6736978,USA,41.9556271,IL,60613
FastServers.net,network_hosting,dedicated servers,1996.0,,$0,Chicago,HQ,175 West Jackson Boulevard,Suite 1770,,USA,,IL,60604
FastWeb.com,,,,,$0,Chicago,HQ,444 N. Michigan Avenue,Suite 600,,USA,,IL,60611
Fave Media,search,local search engine,2006.0,18.0,$1.6M,Chicago,,"670 N. Clark St., Suite #2",,-87.64044200000001,USA,41.924899,IL,60652
FaxitFast,public_relations,Online Email Fax Service,2011.0,5.0,$0,Chicago,Chicago Headquarters,161 North Clark Street,Suite 4700,,USA,,IL,60601
Federal Reserve Bank of Chicago,,Banking & Financial Services,,,$0,Chicago,HQ,230 South LaSalle St.,,,USA,,IL,60604
Feedback Ferret,web,Customer Feedback Analysis,1998.0,16.0,$0,Chicago,North America,150 North Michigan Avenue,Suite 2800,,USA,,IL,60601
FeedBurner,web,,2004.0,,$8M,Chicago,,20 W Kinzie,9th Floor,-87.628912,USA,41.889474,IL,60610
FeeFighters,ecommerce,Comparison Shopping for SMB Finance,2009.0,7.0,$1.84M,Chicago,Headquarters,208 W Kinzie,Suite 4,-87.624333,USA,41.879535,IL,60654
FFOCAL,web,integrated online social calendar,2011.0,2.0,$0,Chicago,1871 - FFOCAL,222 Merchandise Mart Plaza,Suite 1212,,USA,,IL,60654
FFWD Brands,advertising,Chicago Social Marketing Firm,,10.0,$0,Chicago,Chicago,747 N. Lasalle,4th Floor,,USA,,IL,60654
"FiberLink, LLC",network_hosting,,,,$0,Chicago,,,,,USA,,IL,
Fibroblast,enterprise,SaaS for Connecting Doctors and Patients,2010.0,,$875k,Chicago,"Fibroblast, Inc.",2835 N. Sheffield Avenue,Suite 303,,USA,,IL,60657
FieldAware,software,Field Service Management SaaS Software,2009.0,100.0,â‚¬8.8M,Chicago,,111 North Canal,Suite 177,,USA,,IL,60606
FieldAware,software,Field Service Management SaaS Software,2009.0,100.0,â‚¬8.8M,Chicago,Chicago Office,111 North Canal,Suite 177,,USA,,IL,60606
Fieldglass,software,,1999.0,,$11M,Chicago,,125 South Wacker Drive,Suite 2400,,USA,,IL,60606
FiGuide,web,Financial insight and analysis,,,$0,Chicago,NAPFA Headquarters,,,-122.41920900000001,USA,37.775206,IL,
Fippex,software,Client Enablement Software,2009.0,15.0,$3.84M,Chicago,,351 W. Hubbard St.,Ste. 305,,USA,,IL,60654
Firm58,software,Financial Services Software,2005.0,,$19.2M,Chicago,Corporate Headquarters,130 South Jefferson Street,Second Floor,-87.6425816,USA,41.879641,IL,60661
First Options of Chicago,,,,,$0,Chicago,World Headquarters,70 West Madison Street,Suite 2100,,USA,,IL,60602
First Options of Chicago,,,,,$0,Chicago,World Headquarters,70 West Madison Street,Suite 2100,,USA,,IL,60602
First Stop Health,web,An online and on-call health concierge,2011.0,11.0,$0,Chicago,,222 N Columbus Dr.,,,USA,,IL,60601
FirstDIBZ,public_relations,,2001.0,,$0,Chicago,Headquarters,20 North Wacker Drive,Suite 1100,-87.63726899999999,USA,41.882449,IL,60606
FirstLook and MAX Systems,software,,2001.0,80.0,$0,Chicago,HQ,833 W. Jackson,8th Floor,,USA,,IL,60601
Fitcline,health,One app for everything fitness,2013.0,,$20k,Chicago,Office,,,,USA,,IL,
FiveRivers Interactive Media,ecommerce,Ecommerce & online strategy consulting.,2006.0,15.0,$0,Chicago,Chicago Office,980 N. Michigan Avenue,Suite 307,,USA,,IL,60611
Flagship Rail,,,,,$0,Chicago,,,300 S. Riverside Plaza Suite 1925,,USA,,IL,
Flight Search,search,Travel consolidator,2009.0,5.0,$0,Chicago,Chicago Office,"873 North Larrabee, Suite 706",,,USA,,IL,60610
flikkety flik,web,,,8.0,$0,Chicago,,,,-87.62979820000001,USA,41.8781136,,
Flowers for Dreams,web,Socially Conscious Florist,2012.0,4.0,$0,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
Food Genius,analytics,big data for foodservice,2010.0,4.0,$2.28M,Chicago,,223 W Erie St,Ste 5 SW,,USA,,IL,60654
Food Mafia,other,Credible Restaurant Recommendations,2008.0,,$0,Chicago,,980 N Michigan Avenue,Suite 1400,,USA,,IL,60611
Fooda,enterprise,Great food at work,2011.0,25.0,$7.8M,Chicago,,600 W Chicago Ave Suite 775,,,USA,,IL,60654
Foodini,web,Customized meal recommendation engine,2012.0,2.0,$0,Chicago,Headquarters,213 N Racine Ave,,-87.6566872,USA,41.8859776,IL,60607
Forbes Travel Guide,travel,,,,$0,Chicago,,,,,USA,,IL,
ForSaleByOwner.com,ecommerce,DIY real estate,1999.0,,$0,Chicago,Headquarters,435 N. Michigan Avenue 16th Floor,"Chicago, IL 60611 United States",,USA,,IL,60611
Fortress Consulting Group,advertising,Digital Media Advertising Agency,,10.0,$0,Chicago,Chicago Office,"641 S Ashland Ave, Suite A",,,USA,,IL,60607
Fotojelly,web,Photo Sharing for Groups and Events,2011.0,1.0,$0,Chicago,,,,,USA,,,
Freebo,web,Car Sales Portal,2008.0,,$0,Chicago,,175 W. Jackson Blvd.,Suite 800,-87.63319200000001,USA,41.877493,IL,60604
Freeosk Inc,advertising,,2010.0,,$6M,Chicago,,,1235A N CLYBOURN AVE #420,-87.6359125,USA,41.9028369,IL,60610
Freerain Systems,enterprise,,,,$0,Chicago,,125 S. Wacker Drive,Suite 300,,USA,,IL,60606
FreshEssays,ecommerce,Writing Services,2010.0,100.0,$0,Chicago,Main Office,900 W Jackson Blvd,,-87.6495735,USA,41.8779201,IL,60607
Fruition Partners,enterprise,ITSM/Cloud integration firm ,2003.0,134.0,$12M,Chicago,Chicago HQ,168 N. Clinton Street,6th Floor,,USA,,IL,60661
FuelTheJet.Net,games_video,Electric Dance Music Blog,2011.0,3.0,$0,Chicago,Gold Coast,Oak St,,,USA,,IL,60611
Fundology,finance,Private Investment Network,2012.0,6.0,$500k,Chicago,Headquarters,123 W. Madison St.,,-87.631739,USA,41.881749,IL,60602
