lat,long,Category,Source,name,website,address,latlong,Youth Count,Youth Impact,Career Impact,Poverty Impact
41.923531,-87.815696,park,Google,,,,41.923531-87.815696,489,0.12,0.06,0.06
41.9202819,-87.7966213,park,Google,,,,41.9202819-87.7966213,489,0.12,0.06,0.06
41.91991,-87.795047,hospital,Google,,,,41.91991-87.795047,489,0.12,0.06,0.06
41.920805,-87.797124,park,Google,,,,41.920805-87.797124,489,0.12,0.06,0.06
41.920805,-87.797124,library,Google,,,,41.920805-87.797124,489,0.12,0.06,0.06
41.921108,-87.795289,hospital,Google,,,,41.921108-87.795289,489,0.12,0.06,0.06
41.920487,-87.795021,hospital,Google,,,,41.920487-87.795021,489,0.12,0.06,0.06
41.920163,-87.796924,park,Google,,,,41.920163-87.796924,489,0.12,0.06,0.06
41.921959,-87.805655,hospital,Google,,,,41.921959-87.805655,489,0.12,0.06,0.06
41.921142,-87.809227,local_government_office,Google,,,,41.921142-87.809227,489,0.12,0.06,0.06
41.913669,-87.805396,local_government_office,Google,,,,41.913669-87.805396,489,0.12,0.06,0.06
41.90898,-87.793524,hospital,Google,,,,41.90898-87.793524,489,0.12,0.06,0.06
41.908572,-87.799705,park,Google,,,,41.908572-87.799705,489,0.12,0.06,0.06
41.9064443,-87.8024602,park,Google,,,,41.9064443-87.8024602,489,0.12,0.06,0.06
41.906166,-87.802232,park,Google,,,,41.906166-87.802232,489,0.12,0.06,0.06
41.902549,-87.799475,park,Google,,,,41.902549-87.799475,489,0.12,0.06,0.06
41.909225,-87.802591,cafe,Google,,,,41.909225-87.802591,489,0.12,0.06,0.06
41.918067,-87.814304,park,Google,,,,41.918067-87.814304,489,0.12,0.06,0.06
41.9128873,-87.8316429,park,Google,,,,41.9128873-87.8316429,489,0.12,0.06,0.06
41.90863,-87.81611,hospital,Google,,,,41.90863-87.81611,489,0.12,0.06,0.06
41.9041039,-87.8179754,park,Google,,,,41.9041039-87.8179754,489,0.12,0.06,0.06
41.903945,-87.817951,park,Google,,,,41.903945-87.817951,489,0.12,0.06,0.06
41.908759,-87.819791,hospital,Google,,,,41.908759-87.819791,489,0.12,0.06,0.06
41.9004401,-87.8291861,park,Google,,,,41.9004401-87.8291861,489,0.12,0.06,0.06
41.90262,-87.822937,library,Google,,,,41.90262-87.822937,489,0.12,0.06,0.06
41.902096,-87.761906,park,Google,,,,41.902096-87.761906,489,0.12,0.06,0.06
41.901953,-87.762184,park,Google,,,,41.901953-87.762184,489,0.12,0.06,0.06
41.894912,-87.766758,local_government_office,Google,,,,41.894912-87.766758,489,0.12,0.06,0.06
41.894912,-87.766758,local_government_office,Google,,,,41.894912-87.766758,489,0.12,0.06,0.06
41.890413,-87.762953,local_government_office,Google,,,,41.890413-87.762953,97,0.02,0.06,0.17
41.8882991,-87.7618802,park,Google,,,,41.8882991-87.7618802,97,0.02,0.06,0.17
41.888314,-87.761837,park,Google,,,,41.888314-87.761837,97,0.02,0.06,0.17
41.8881901,-87.7657958,park,Google,,,,41.8881901-87.7657958,97,0.02,0.06,0.17
41.889124,-87.766052,library,Google,,,,41.889124-87.766052,28,0,0.05,0.06
41.88819,-87.765796,park,Google,,,,41.88819-87.765796,97,0.02,0.06,0.17
41.8877116,-87.7715673,park,Google,,,,41.8877116-87.7715673,97,0.02,0.06,0.17
41.892589,-87.774104,park,Google,,,,41.892589-87.774104,97,0.02,0.06,0.17
41.885241,-87.768184,park,Google,,,,41.885241-87.768184,97,0.02,0.06,0.17
41.886788,-87.775768,local_government_office,Google,,,,41.886788-87.775768,97,0.02,0.06,0.17
41.901295,-87.778689,park,Google,,,,41.901295-87.778689,489,0.12,0.06,0.06
41.89815,-87.782759,library,Google,,,,41.89815-87.782759,489,0.12,0.06,0.06
41.891414,-87.776184,hospital,Google,,,,41.891414-87.776184,97,0.02,0.06,0.17
41.8878481,-87.7786392,park,Google,,,,41.8878481-87.7786392,97,0.02,0.06,0.17
41.887783,-87.778546,park,Google,,,,41.887783-87.778546,97,0.02,0.06,0.17
41.886974,-87.779955,park,Google,,,,41.886974-87.779955,97,0.02,0.06,0.17
41.8879961,-87.7863248,park,Google,,,,41.8879961-87.7863248,97,0.02,0.06,0.17
41.890964,-87.792624,park,Google,,,,41.890964-87.792624,97,0.02,0.06,0.17
41.888456,-87.793316,cafe,Google,,,,41.888456-87.793316,97,0.02,0.06,0.17
41.888266,-87.78532,park,Google,,,,41.888266-87.78532,97,0.02,0.06,0.17
41.888267,-87.78532,park,Google,,,,41.888267-87.78532,97,0.02,0.06,0.17
41.887848,-87.786344,park,Google,,,,41.887848-87.786344,97,0.02,0.06,0.17
41.8745029,-87.7701836,park,Google,,,,41.8745029-87.7701836,379,0.07,0.15,0.29
41.876632,-87.768631,park,Google,,,,41.876632-87.768631,379,0.07,0.15,0.29
41.879972,-87.773568,local_government_office,Google,,,,41.879972-87.773568,97,0.02,0.06,0.17
41.875394,-87.770001,park,Google,,,,41.875394-87.770001,379,0.07,0.15,0.29
41.87444,-87.769579,park,Google,,,,41.87444-87.769579,379,0.07,0.15,0.29
41.872586,-87.761809,hospital,Google,,,,41.872586-87.761809,379,0.07,0.15,0.29
41.872967,-87.764778,park,Google,,,,41.872967-87.764778,379,0.07,0.15,0.29
41.872967,-87.764778,park,Google,,,,41.872967-87.764778,379,0.07,0.15,0.29
41.865623,-87.767562,hospital,Google,,,,41.865623-87.767562,379,0.07,0.15,0.29
41.879911,-87.777842,local_government_office,Google,,,,41.879911-87.777842,97,0.02,0.06,0.17
41.879911,-87.777842,local_government_office,Google,,,,41.879911-87.777842,97,0.02,0.06,0.17
41.879911,-87.777842,local_government_office,Google,,,,41.879911-87.777842,97,0.02,0.06,0.17
41.879842,-87.77912,local_government_office,Google,,,,41.879842-87.77912,97,0.02,0.06,0.17
41.880153,-87.78058,park,Google,,,,41.880153-87.78058,97,0.02,0.06,0.17
41.881811,-87.784103,university,Google,,,,41.881811-87.784103,97,0.02,0.06,0.17
41.8769412,-87.7840192,park,Google,,,,41.8769412-87.7840192,379,0.07,0.15,0.29
41.87765,-87.784267,park,Google,,,,41.87765-87.784267,379,0.07,0.15,0.29
41.877203,-87.78376,park,Google,,,,41.877203-87.78376,379,0.07,0.15,0.29
41.876466,-87.793503,park,Google,,,,41.876466-87.793503,379,0.07,0.15,0.29
41.872388,-87.779421,cafe,Google,,,,41.872388-87.779421,379,0.07,0.15,0.29
41.87001,-87.7784855,park,Google,,,,41.87001-87.7784855,379,0.07,0.15,0.29
41.870032,-87.778818,park,Google,,,,41.870032-87.778818,379,0.07,0.15,0.29
41.870408,-87.779332,park,Google,,,,41.870408-87.779332,379,0.07,0.15,0.29
41.873601,-87.786822,library,Google,,,,41.873601-87.786822,379,0.07,0.15,0.29
41.872527,-87.786264,local_government_office,Google,,,,41.872527-87.786264,379,0.07,0.15,0.29
41.8706676,-87.7884765,park,Google,,,,41.8706676-87.7884765,379,0.07,0.15,0.29
41.871159,-87.788459,park,Google,,,,41.871159-87.788459,379,0.07,0.15,0.29
41.870567,-87.787779,park,Google,,,,41.870567-87.787779,379,0.07,0.15,0.29
41.873807,-87.792701,park,Google,,,,41.873807-87.792701,379,0.07,0.15,0.29
41.87158,-87.789655,park,Google,,,,41.87158-87.789655,379,0.07,0.15,0.29
41.8665471,-87.7920112,park,Google,,,,41.8665471-87.7920112,379,0.07,0.15,0.29
41.866341,-87.791952,park,Google,,,,41.866341-87.791952,379,0.07,0.15,0.29
41.864902,-87.792862,cafe,Google,,,,41.864902-87.792862,379,0.07,0.15,0.29
41.901538,-87.799478,park,Google,,,,41.901538-87.799478,489,0.12,0.06,0.06
41.893198,-87.797186,hospital,Google,,,,41.893198-87.797186,97,0.02,0.06,0.17
41.901617,-87.807156,university,Google,,,,41.901617-87.807156,489,0.12,0.06,0.06
41.89842,-87.807949,library,Google,,,,41.89842-87.807949,489,0.12,0.06,0.06
41.898236,-87.809515,university,Google,,,,41.898236-87.809515,489,0.12,0.06,0.06
41.897936,-87.808597,park,Google,,,,41.897936-87.808597,489,0.12,0.06,0.06
41.8895596,-87.7950847,park,Google,,,,41.8895596-87.7950847,97,0.02,0.06,0.17
41.889425,-87.79526,park,Google,,,,41.889425-87.79526,28,0,0.05,0.06
41.889614,-87.795332,park,Google,,,,41.889614-87.795332,97,0.02,0.06,0.17
41.889031,-87.796114,library,Google,,,,41.889031-87.796114,28,0,0.05,0.06
41.889677,-87.801231,park,Google,,,,41.889677-87.801231,97,0.02,0.06,0.17
41.890086,-87.801087,park,Google,,,,41.890086-87.801087,97,0.02,0.06,0.17
41.888355,-87.793555,hospital,Google,,,,41.888355-87.793555,97,0.02,0.06,0.17
41.888491,-87.79439,cafe,Google,,,,41.888491-87.79439,97,0.02,0.06,0.17
41.886642,-87.794633,local_government_office,Google,,,,41.886642-87.794633,97,0.02,0.06,0.17
41.886048,-87.794556,local_government_office,Google,,,,41.886048-87.794556,97,0.02,0.06,0.17
41.888538,-87.79748,hospital,Google,,,,41.888538-87.79748,97,0.02,0.06,0.17
41.888576,-87.800936,cafe,Google,,,,41.888576-87.800936,97,0.02,0.06,0.17
41.8848671,-87.8010774,park,Google,,,,41.8848671-87.8010774,97,0.02,0.06,0.17
41.883988,-87.801285,local_government_office,Google,,,,41.883988-87.801285,97,0.02,0.06,0.17
41.884855,-87.801144,park,Google,,,,41.884855-87.801144,97,0.02,0.06,0.17
41.892704,-87.804782,hospital,Google,,,,41.892704-87.804782,97,0.02,0.06,0.17
41.8897825,-87.806762,park,Google,,,,41.8897825-87.806762,97,0.02,0.06,0.17
41.889661,-87.806179,park,Google,,,,41.889661-87.806179,97,0.02,0.06,0.17
41.889418,-87.805181,local_government_office,Google,,,,41.889418-87.805181,28,0,0.05,0.06
41.889418,-87.805181,local_government_office,Google,,,,41.889418-87.805181,28,0,0.05,0.06
41.887081,-87.80282,park,Google,,,,41.887081-87.80282,97,0.02,0.06,0.17
41.8878,-87.803911,hospital,Google,,,,41.8878-87.803911,97,0.02,0.06,0.17
41.887602,-87.8049,cafe,Google,,,,41.887602-87.8049,97,0.02,0.06,0.17
41.887502,-87.805155,cafe,Google,,,,41.887502-87.805155,97,0.02,0.06,0.17
41.893234,-87.814809,library,Google,,,,41.893234-87.814809,97,0.02,0.06,0.17
41.902173,-87.822429,university,Google,,,,41.902173-87.822429,489,0.12,0.06,0.06
41.902133,-87.822497,university,Google,,,,41.902133-87.822497,489,0.12,0.06,0.06
41.8905635,-87.8316429,park,Google,,,,41.8905635-87.8316429,97,0.02,0.06,0.17
41.888028,-87.811406,hospital,Google,,,,41.888028-87.811406,97,0.02,0.06,0.17
41.885853,-87.814542,cafe,Google,,,,41.885853-87.814542,97,0.02,0.06,0.17
41.8876044,-87.8227365,park,Google,,,,41.8876044-87.8227365,97,0.02,0.06,0.17
41.888513,-87.820433,park,Google,,,,41.888513-87.820433,97,0.02,0.06,0.17
41.886958,-87.819661,local_government_office,Google,,,,41.886958-87.819661,97,0.02,0.06,0.17
41.887538,-87.822581,park,Google,,,,41.887538-87.822581,97,0.02,0.06,0.17
41.8855552,-87.8291861,park,Google,,,,41.8855552-87.8291861,97,0.02,0.06,0.17
41.886861,-87.825311,park,Google,,,,41.886861-87.825311,97,0.02,0.06,0.17
41.880798,-87.79416,local_government_office,Google,,,,41.880798-87.79416,97,0.02,0.06,0.17
41.876809,-87.794023,park,Google,,,,41.876809-87.794023,379,0.07,0.15,0.29
41.879602,-87.807573,cafe,Google,,,,41.879602-87.807573,379,0.07,0.15,0.29
41.879274,-87.80824,cafe,Google,,,,41.879274-87.80824,379,0.07,0.15,0.29
41.878704,-87.803222,hospital,Google,,,,41.878704-87.803222,379,0.07,0.15,0.29
41.873589,-87.793917,local_government_office,Google,,,,41.873589-87.793917,379,0.07,0.15,0.29
41.871757,-87.793866,cafe,Google,,,,41.871757-87.793866,379,0.07,0.15,0.29
41.8680344,-87.796775,park,Google,,,,41.8680344-87.796775,379,0.07,0.15,0.29
41.867926,-87.79666,park,Google,,,,41.867926-87.79666,379,0.07,0.15,0.29
41.86479,-87.799339,cafe,Google,,,,41.86479-87.799339,379,0.07,0.15,0.29
41.867957,-87.80388,park,Google,,,,41.867957-87.80388,379,0.07,0.15,0.29
41.8678591,-87.8038429,park,Google,,,,41.8678591-87.8038429,379,0.07,0.15,0.29
41.879607,-87.811251,hospital,Google,,,,41.879607-87.811251,379,0.07,0.15,0.29
41.877026,-87.814609,local_government_office,Google,,,,41.877026-87.814609,379,0.07,0.15,0.29
41.875891,-87.814497,library,Google,,,,41.875891-87.814497,379,0.07,0.15,0.29
41.8805926,-87.8291861,park,Google,,,,41.8805926-87.8291861,97,0.02,0.06,0.17
41.874402,-87.826316,local_government_office,Google,,,,41.874402-87.826316,379,0.07,0.15,0.29
41.874402,-87.826316,local_government_office,Google,,,,41.874402-87.826316,379,0.07,0.15,0.29
41.874403,-87.826236,local_government_office,Google,,,,41.874403-87.826236,379,0.07,0.15,0.29
41.872732,-87.814969,park,Google,,,,41.872732-87.814969,379,0.07,0.15,0.29
41.873007,-87.812838,park,Google,,,,41.873007-87.812838,379,0.07,0.15,0.29
41.8569911,-87.8279577,park,Google,,,,41.8569911-87.8279577,113,0.04,0.01,0.04
41.865538,-87.828725,hospital,Google,,,,41.865538-87.828725,379,0.07,0.15,0.29
42.013603,-87.8350207,park,Google,,,,42.013603-87.8350207,329,0.19,0.03,0.15
42.010033,-87.827995,cafe,Google,,,,42.010033-87.827995,329,0.19,0.03,0.15
42.010216,-87.828185,hospital,Google,,,,42.010216-87.828185,329,0.19,0.03,0.15
42.010539,-87.829688,cafe,Google,,,,42.010539-87.829688,329,0.19,0.03,0.15
42.010675,-87.830839,library,Google,,,,42.010675-87.830839,329,0.19,0.03,0.15
42.013407,-87.835324,park,Google,,,,42.013407-87.835324,329,0.19,0.03,0.15
42.0091251,-87.8354813,park,Google,,,,42.0091251-87.8354813,329,0.19,0.03,0.15
42.014685,-87.838863,park,Google,,,,42.014685-87.838863,329,0.19,0.03,0.15
42.01802,-87.842016,library,Google,,,,42.01802-87.842016,329,0.19,0.03,0.15
42.008303,-87.830676,local_government_office,Google,,,,42.008303-87.830676,329,0.19,0.03,0.15
42.008303,-87.830676,local_government_office,Google,,,,42.008303-87.830676,329,0.19,0.03,0.15
42.008303,-87.830676,local_government_office,Google,,,,42.008303-87.830676,329,0.19,0.03,0.15
42.008303,-87.830676,local_government_office,Google,,,,42.008303-87.830676,329,0.19,0.03,0.15
42.008304,-87.830674,local_government_office,Google,,,,42.008304-87.830674,329,0.19,0.03,0.15
42.008303,-87.830676,local_government_office,Google,,,,42.008303-87.830676,329,0.19,0.03,0.15
42.008303,-87.830676,local_government_office,Google,,,,42.008303-87.830676,329,0.19,0.03,0.15
42.008303,-87.830676,local_government_office,Google,,,,42.008303-87.830676,329,0.19,0.03,0.15
42.008729,-87.8308752,park,Google,,,,42.008729-87.8308752,329,0.19,0.03,0.15
42.008844,-87.83086,park,Google,,,,42.008844-87.83086,329,0.19,0.03,0.15
42.007607,-87.83066,local_government_office,Google,,,,42.007607-87.83066,329,0.19,0.03,0.15
42.009253,-87.83544,park,Google,,,,42.009253-87.83544,329,0.19,0.03,0.15
42.003651,-87.829416,park,Google,,,,42.003651-87.829416,329,0.19,0.03,0.15
42.007808,-87.843953,library,Google,,,,42.007808-87.843953,329,0.19,0.03,0.15
42.0091862,-87.8469946,park,Google,,,,42.0091862-87.8469946,329,0.19,0.03,0.15
42.010699,-87.845783,park,Google,,,,42.010699-87.845783,329,0.19,0.03,0.15
42.008935,-87.846796,park,Google,,,,42.008935-87.846796,329,0.19,0.03,0.15
42.0159071,-87.8589654,park,Google,,,,42.0159071-87.8589654,329,0.19,0.03,0.15
42.017453,-87.86145,park,Google,,,,42.017453-87.86145,329,0.19,0.03,0.15
42.017453,-87.86145,park,Google,,,,42.017453-87.86145,329,0.19,0.03,0.15
42.017453,-87.86145,park,Google,,,,42.017453-87.86145,329,0.19,0.03,0.15
42.016027,-87.859142,park,Google,,,,42.016027-87.859142,329,0.19,0.03,0.15
42.016221,-87.859941,park,Google,,,,42.016221-87.859941,329,0.19,0.03,0.15
42.0125891,-87.8635686,park,Google,,,,42.0125891-87.8635686,329,0.19,0.03,0.15
42.0076382,-87.8635686,park,Google,,,,42.0076382-87.8635686,329,0.19,0.03,0.15
42.0025956,-87.8586585,park,Google,,,,42.0025956-87.8586585,329,0.19,0.03,0.15
42.001857,-87.858921,park,Google,,,,42.001857-87.858921,329,0.19,0.03,0.15
41.9975229,-87.8356349,park,Google,,,,41.9975229-87.8356349,329,0.19,0.03,0.15
41.997367,-87.835474,park,Google,,,,41.997367-87.835474,329,0.19,0.03,0.15
41.995896,-87.836821,local_government_office,Google,,,,41.995896-87.836821,329,0.19,0.03,0.15
41.991339,-87.85252,park,Google,,,,41.991339-87.85252,329,0.19,0.03,0.15
41.990465,-87.844443,park,Google,,,,41.990465-87.844443,329,0.19,0.03,0.15
41.989287,-87.835287,park,Google,,,,41.989287-87.835287,329,0.19,0.03,0.15
41.989274,-87.835307,park,Google,,,,41.989274-87.835307,329,0.19,0.03,0.15
41.9894637,-87.8350207,park,Google,,,,41.9894637-87.8350207,329,0.19,0.03,0.15
41.986763,-87.839191,university,Google,,,,41.986763-87.839191,329,0.19,0.03,0.15
41.9902555,-87.8442317,park,Google,,,,41.9902555-87.8442317,329,0.19,0.03,0.15
41.981862,-87.840507,university,Google,,,,41.981862-87.840507,329,0.19,0.03,0.15
41.981862,-87.840507,university,Google,,,,41.981862-87.840507,329,0.19,0.03,0.15
41.982668,-87.844791,university,Google,,,,41.982668-87.844791,329,0.19,0.03,0.15
41.980998,-87.842361,university,Google,,,,41.980998-87.842361,329,0.19,0.03,0.15
41.980518,-87.842732,local_government_office,Google,,,,41.980518-87.842732,329,0.19,0.03,0.15
41.992527,-87.852941,park,Google,,,,41.992527-87.852941,329,0.19,0.03,0.15
41.994769,-87.861478,hospital,Google,,,,41.994769-87.861478,329,0.19,0.03,0.15
41.976479,-87.85252,park,Google,,,,41.976479-87.85252,329,0.19,0.03,0.15
42.013605,-87.864458,park,Google,,,,42.013605-87.864458,329,0.19,0.03,0.15
42.011429,-87.864886,park,Google,,,,42.011429-87.864886,329,0.19,0.03,0.15
42.012881,-87.877778,park,Google,,,,42.012881-87.877778,329,0.19,0.03,0.15
42.005224,-87.863577,park,Google,,,,42.005224-87.863577,329,0.19,0.03,0.15
41.9982658,-87.8755349,park,Google,,,,41.9982658-87.8755349,329,0.19,0.03,0.15
42.008823,-87.879502,local_government_office,Google,,,,42.008823-87.879502,329,0.19,0.03,0.15
41.998279,-87.875695,park,Google,,,,41.998279-87.875695,329,0.19,0.03,0.15
42.017595,-87.885768,park,Google,,,,42.017595-87.885768,329,0.19,0.03,0.15
42.014909,-87.890017,park,Google,,,,42.014909-87.890017,329,0.19,0.03,0.15
42.0132213,-87.8979248,park,Google,,,,42.0132213-87.8979248,329,0.19,0.03,0.15
42.010843,-87.890171,university,Google,,,,42.010843-87.890171,329,0.19,0.03,0.15
42.01287,-87.896818,park,Google,,,,42.01287-87.896818,329,0.19,0.03,0.15
42.004966,-87.884234,cafe,Google,,,,42.004966-87.884234,329,0.19,0.03,0.15
42.007012,-87.892324,local_government_office,Google,,,,42.007012-87.892324,329,0.19,0.03,0.15
41.995722,-87.867966,local_government_office,Google,,,,41.995722-87.867966,329,0.19,0.03,0.15
41.992966,-87.863095,cafe,Google,,,,41.992966-87.863095,329,0.19,0.03,0.15
41.995638,-87.870747,local_government_office,Google,,,,41.995638-87.870747,329,0.19,0.03,0.15
41.996373,-87.877629,local_government_office,Google,,,,41.996373-87.877629,329,0.19,0.03,0.15
41.990223,-87.877404,park,Google,,,,41.990223-87.877404,329,0.19,0.03,0.15
41.980409,-87.865485,local_government_office,Google,,,,41.980409-87.865485,329,0.19,0.03,0.15
41.995637,-87.881806,library,Google,,,,41.995637-87.881806,329,0.19,0.03,0.15
41.994936,-87.887667,local_government_office,Google,,,,41.994936-87.887667,329,0.19,0.03,0.15
41.994949,-87.887665,local_government_office,Google,,,,41.994949-87.887665,329,0.19,0.03,0.15
41.9788495,-87.8385518,park,Google,,,,41.9788495-87.8385518,329,0.19,0.03,0.15
41.978781,-87.838628,park,Google,,,,41.978781-87.838628,329,0.19,0.03,0.15
41.979302,-87.841742,local_government_office,Google,,,,41.979302-87.841742,329,0.19,0.03,0.15
41.974454,-87.853777,park,Google,,,,41.974454-87.853777,329,0.19,0.03,0.15
41.979855,-87.86219,library,Google,,,,41.979855-87.86219,329,0.19,0.03,0.15
41.9592225,-87.8466582,park,Google,,,,41.9592225-87.8466582,489,0.12,0.03,0.15
41.9565677,-87.8476086,park,Google,,,,41.9565677-87.8476086,489,0.12,0.06,0.06
41.969108,-87.861877,cafe,Google,,,,41.969108-87.861877,329,0.19,0.03,0.15
41.959703,-87.834566,cafe,Google,,,,41.959703-87.834566,489,0.12,0.03,0.15
41.9466551,-87.8476086,park,Google,,,,41.9466551-87.8476086,489,0.12,0.06,0.06
41.945234,-87.84543,park,Google,,,,41.945234-87.84543,489,0.12,0.06,0.06
41.958737,-87.849179,park,Google,,,,41.958737-87.849179,489,0.12,0.03,0.15
41.955573,-87.860809,library,Google,,,,41.955573-87.860809,489,0.12,0.06,0.06
41.94502,-87.855109,library,Google,,,,41.94502-87.855109,489,0.12,0.06,0.06
41.978643,-87.863892,local_government_office,Google,,,,41.978643-87.863892,329,0.19,0.03,0.15
41.965553,-87.873383,cafe,Google,,,,41.965553-87.873383,329,0.19,0.03,0.15
41.955054,-87.867584,park,Google,,,,41.955054-87.867584,489,0.12,0.06,0.06
41.955418,-87.868056,local_government_office,Google,,,,41.955418-87.868056,489,0.12,0.06,0.06
41.955418,-87.868056,local_government_office,Google,,,,41.955418-87.868056,489,0.12,0.06,0.06
41.945704,-87.868314,park,Google,,,,41.945704-87.868314,489,0.12,0.06,0.06
41.943916,-87.876989,park,Google,,,,41.943916-87.876989,489,0.12,0.06,0.06
42.013221,-87.897925,park,Google,,,,42.013221-87.897925,329,0.19,0.03,0.15
42.017173,-87.922028,cafe,Google,,,,42.017173-87.922028,329,0.19,0.03,0.15
42.007426,-87.915922,local_government_office,Google,,,,42.007426-87.915922,329,0.19,0.03,0.15
41.980804,-87.909774,cafe,Google,,,,41.980804-87.909774,329,0.19,0.03,0.15
42.018272,-87.935147,park,Google,,,,42.018272-87.935147,329,0.19,0.03,0.15
42.018229,-87.954385,local_government_office,Google,,,,42.018229-87.954385,329,0.19,0.03,0.15
42.012283,-87.960246,cafe,Google,,,,42.012283-87.960246,329,0.19,0.03,0.15
41.996276,-87.960494,park,Google,,,,41.996276-87.960494,329,0.19,0.03,0.15
41.984464,-87.960463,university,Google,,,,41.984464-87.960463,329,0.19,0.03,0.15
41.977322,-87.898586,cafe,Google,,,,41.977322-87.898586,329,0.19,0.03,0.15
41.975891,-87.902617,cafe,Google,,,,41.975891-87.902617,329,0.19,0.03,0.15
41.976885,-87.910669,cafe,Google,,,,41.976885-87.910669,329,0.19,0.03,0.15
41.975187,-87.906332,hospital,Google,,,,41.975187-87.906332,329,0.19,0.03,0.15
41.9443998,-87.927352,park,Google,,,,41.9443998-87.927352,489,0.12,0.06,0.06
41.943925,-87.927351,park,Google,,,,41.943925-87.927351,489,0.12,0.06,0.06
41.971672,-87.94016,local_government_office,Google,,,,41.971672-87.94016,329,0.19,0.03,0.15
41.976378,-87.950894,cafe,Google,,,,41.976378-87.950894,329,0.19,0.03,0.15
41.971889,-87.949853,hospital,Google,,,,41.971889-87.949853,329,0.19,0.03,0.15
41.972004,-87.94926,local_government_office,Google,,,,41.972004-87.94926,329,0.19,0.03,0.15
41.973725,-87.957493,university,Google,,,,41.973725-87.957493,329,0.19,0.03,0.15
41.966085,-87.95304,cafe,Google,,,,41.966085-87.95304,329,0.19,0.03,0.15
41.956326,-87.941172,local_government_office,Google,,,,41.956326-87.941172,489,0.12,0.06,0.06
41.958546,-87.944842,local_government_office,Google,,,,41.958546-87.944842,489,0.12,0.06,0.06
41.9593487,-87.9491034,park,Google,,,,41.9593487-87.9491034,489,0.12,0.03,0.15
41.9534954,-87.9422115,park,Google,,,,41.9534954-87.9422115,489,0.12,0.06,0.06
41.953535,-87.942166,park,Google,,,,41.953535-87.942166,489,0.12,0.06,0.06
41.9545176,-87.9474188,park,Google,,,,41.9545176-87.9474188,489,0.12,0.06,0.06
41.954518,-87.947419,park,Google,,,,41.954518-87.947419,489,0.12,0.06,0.06
41.9512295,-87.9454279,park,Google,,,,41.9512295-87.9454279,489,0.12,0.06,0.06
41.951279,-87.945368,park,Google,,,,41.951279-87.945368,489,0.12,0.06,0.06
41.9500974,-87.934093,park,Google,,,,41.9500974-87.934093,489,0.12,0.06,0.06
41.949745,-87.93393,park,Google,,,,41.949745-87.93393,489,0.12,0.06,0.06
41.959598,-87.949195,local_government_office,Google,,,,41.959598-87.949195,489,0.12,0.03,0.15
41.959466,-87.949086,park,Google,,,,41.959466-87.949086,489,0.12,0.03,0.15
41.952753,-87.952088,library,Google,,,,41.952753-87.952088,489,0.12,0.06,0.06
41.9505125,-87.9573723,park,Google,,,,41.9505125-87.9573723,489,0.12,0.06,0.06
41.952343,-87.955759,park,Google,,,,41.952343-87.955759,489,0.12,0.06,0.06
41.950901,-87.956424,park,Google,,,,41.950901-87.956424,489,0.12,0.06,0.06
41.936812,-87.835999,local_government_office,Google,,,,41.936812-87.835999,489,0.12,0.06,0.06
41.940193,-87.837145,local_government_office,Google,,,,41.940193-87.837145,489,0.12,0.06,0.06
41.9323682,-87.8457667,park,Google,,,,41.9323682-87.8457667,489,0.12,0.06,0.06
41.935386,-87.841469,park,Google,,,,41.935386-87.841469,489,0.12,0.06,0.06
41.932252,-87.845854,park,Google,,,,41.932252-87.845854,489,0.12,0.06,0.06
41.927475,-87.835476,local_government_office,Google,,,,41.927475-87.835476,489,0.12,0.06,0.06
41.920465,-87.8390124,park,Google,,,,41.920465-87.8390124,489,0.12,0.06,0.06
41.924415,-87.834359,cafe,Google,,,,41.924415-87.834359,489,0.12,0.06,0.06
41.929717,-87.842002,library,Google,,,,41.929717-87.842002,489,0.12,0.06,0.06
41.913789,-87.830989,park,Google,,,,41.913789-87.830989,489,0.12,0.06,0.06
41.921195,-87.839241,park,Google,,,,41.921195-87.839241,489,0.12,0.06,0.06
41.913413,-87.840109,university,Google,,,,41.913413-87.840109,489,0.12,0.06,0.06
41.916745,-87.845392,local_government_office,Google,,,,41.916745-87.845392,489,0.12,0.06,0.06
41.908262,-87.833568,hospital,Google,,,,41.908262-87.833568,489,0.12,0.06,0.06
41.907387,-87.834062,hospital,Google,,,,41.907387-87.834062,489,0.12,0.06,0.06
41.908177,-87.838714,park,Google,,,,41.908177-87.838714,489,0.12,0.06,0.06
41.921104,-87.845385,park,Google,,,,41.921104-87.845385,489,0.12,0.06,0.06
41.909809,-87.847166,university,Google,,,,41.909809-87.847166,489,0.12,0.06,0.06
41.9055567,-87.8540547,park,Google,,,,41.9055567-87.8540547,489,0.12,0.06,0.06
41.904416,-87.853485,park,Google,,,,41.904416-87.853485,489,0.12,0.06,0.06
41.9043,-87.8535,park,Google,,,,41.9043-87.8535,489,0.12,0.06,0.06
41.904416,-87.853485,park,Google,,,,41.904416-87.853485,489,0.12,0.06,0.06
41.905557,-87.854055,park,Google,,,,41.905557-87.854055,489,0.12,0.06,0.06
41.936923,-87.863404,local_government_office,Google,,,,41.936923-87.863404,489,0.12,0.06,0.06
41.937023,-87.863407,local_government_office,Google,,,,41.937023-87.863407,489,0.12,0.06,0.06
41.936923,-87.863404,local_government_office,Google,,,,41.936923-87.863404,489,0.12,0.06,0.06
